,Species_Name,Family_name,Local_name,Common_name,Parts_used,Medicinal_Use
645,Landolphia owariensis,Apocynaceae,"Panukuru,Ci'woo,nwalikali,Oto","Vine rubber,rubber vine, ciwo.","Fresh leaves, roots, seed, bark","Malaria fever, gonorrhoea,vermifuge"
646,Petroselinum crispum,Apiaceae,Pasili,Parsley,Whole plant,"Carminative,stimulant,Vitamin C,emmenagogue,asthma,diuretic,antipyretic,conjunctivitis,jaundice."
647,Mimosa pudica,Mimosaceae,"Patanmo,aluro","Sensitive plant,shame plant",Leaves,"Guinea worms piles, kidney disease,fistula,boils"
648,Alchornea laxiflora  ,Euphorbiaceae,"Pepe, Ijan",Three-veined bead string,"Stem,roots,leaves","Chewing sticks, venereal diseases,emmenagogue,ring worm,antioxidant,(leaves traditional wraps for cola nuts)."
649,Persea americana  ,Lauraceae,"Pia, apoka,Ubebekee,Ube oyinbo",Avocado pear,"Leaves, fruits,seeds","Hypertension,malaria,insomnia,gastro-intestinal disorders"
650,Eugenia unifolia,Myrtaceae,Pitanga,Pitanga,"Leaves, fruit",Antimicrobial.
651,Celastrus indica,Celastraceae,Ponju-owiwi,Bittersweet,"Roots,leaves,twigs","Antimicrobial,anthelmintics,asthma,malaria"
652,Terminalia macroptera  ,Combretaceae,"Ponla,Kwandari","Cluster leaf,kalum pit",Bark,"Piles, haemostatic, diuretic."
653,Canavalia ensiformis  ,Leguminosae,"Ponpondo, sese-nla","Sword bean,horse bean",Seed,"Antibiotic, antiseptic"
654,Mariscus alternifolius,Cyperaceae,"Ranransa, Ikeregun,alubosa eranko",Mariscus,Stem-bases,"Gonorrhoea, healing wound"
655,Alternanthera sessilis,Amaranthaceae,"Reku-reku,maikai dubu",Alternanthera,"Whole plant, leaves.","Astringent, antibacterial, boil, headache, antidote to snake-bite."
656,Senna hirsuta,Leguminosae,Rere,Hairy senna,"Leaves, roots ,flowers.","Antimicrobial, skin infection, purgative."
657,Trichilia monadelpha,Meliaceae,"Rere, Ajanrere, Janrere","Opam,Otanuro,opam,rere","Stem, bark, roots","Cough, arthritis, skin ulcer, dysentery, dyspepsia, Anaemia."
658,Senna occidentalis  ,Leguminosae,"Rere,Albarka ,Oduduemerema,",African coffee,"Leaf, root, seed, fruit","Measles, hypertension,stomachache,haemostatic,purgative,abortifacient,convulsion,dracontiasis,antimicrobials."
659,Peperomia pellucida  ,Piperaceae,"Rinrin, renren","Sumlako, silver bush",Whole plant,"Convulsions, wounds,mental disorders,hypertension"
660,Asclepias curassavica,Asclepiadaceae,Rizgar-kurege,"Milk weed,wild ipecauanha,bloodflower,bastard ipecac",Roots,"Gastro-intestinal disorders,emetic"
661,Erissema psoraleoides,Leguminosae,"Roro, Isapa-eluju",,"Leavs, roots, seeds","Venereal diseases, boils, cuts, eye infection."
662,Punica granatum,Puriaceae,"Ruman, ximani",Pomegrannate,"Flower, root, bark, dried seed","Astringent, bronchitis, stomachache, fever, urinary tract inflammatun anthelmintic, gall bladder, disorder, ulcer, sore throat."
663,Strophanthus hispidus,Apocynaceae,"Sagere,isagere, isagira,Ota,kwan-kwani,Osisi kaguru","Strophanthus,arrow poison plant","Root, bark","Arthritis, stroke, heart failure, rheumatism."
664,Afraegle paniculata,Rutaceae,Sanga,Kokodi,"Leaves,bark,roots","Gastro-intestinal disorders, antispasmodic,skin diseases"
665,Mollugo oppositifolius  ,Molluginaceae,Sawewe,,Whole plant,"Antimicrobial,caries,stomachic,headache"
666,Delonix regia,Leguminosae,"Seke seke,ayin.",flame of the forest,"Leaves,bark,seeds,flowers","Diuretic,anthelmintics,astringent,leucorrhoea"
667,Apium graveolens,Apiaceae,Seleri-saladi,Celery,Whole plant,"Aphrodisiac,emmenagogue,anthelmintics,carminative,antispasmodic,stimulant,diuretic,cough"
668,Cochlospermun tinctorium,Cochlospermaceae,"Sewetu,Balagande",Cotton plant,"Whole plant,seeds","Jaundice,dysmenorrhoea,gastro-intestinal disorders, vaginal discharge,bilharzia,antimicrobials."
669,Cochlospermun planchonii,Cochlospermaceae,"Sewetu,Raawayaa",Cotton plant,"Roots,stem-bark","Gonorrhoea,menstrual disorder"
670,Anthocleista djalonensis  ,Loganiaceae,"Shapo,kwari",Cabbage tree,"Bark,leaves","Skin diseases – rashes and eczema, diabetes,antipyretic,purgative,abdominal pain,impotence"
671,Anthocleista liebrechtsiana,Loganiaceae,"Shapo,kwari",,"Leaves, bark","Purgative, skin infection, antimicrobial."
672,Annona muricata  ,Annonaceae,Sharp-sharp,Sour sop,"Leaves,fruit,","Fever,dysentery"
673,Annona squamosa,Annonaceae,"Sharp-sharp,mbugo ago","Sweet sop,pineapple tree","Leaves,fruit,stem","Anaemia, dysentery,abortifacient,ulcer,anti-tumour"
674,Cyathula prostrata  ,Amaranthaceae,"Shawere pepe, Tanaje,K'arangiya kusu",Pasture weed,Whole plant,"Ringworms, scabies, gonorrhoea, dysentery,rheumatism."
675,Cardiospermum halicacabum  .,Sapindaceae,"Shaworo, erapoo,Mpikpo,Fadama,Garafunin","Baloon vine, heart seed,balsam apple","Leaves, root","Skin eruption, piles, rheumatism, syphilitic sores,gonorrhea,ameorrhoea,emetic,nervous disorders"
676,Afrormosia laxiflora  ,Leguminosae,"Shedun,makarfo,abua ocha",Kulkuli,Root,"Intoxicant, headache, body pains,headache,ophthalmia,anticonvulsant,rat ovulation blocked through effect on pituitary gland"
677,Gynura amplexicanlis,Asteraceae,"Sitta, nti",,Leaves,"Eye infection, gonorrhoea"
678,Acacia sieberiana,Mimosaceae,"Siyi,sie,farakaya",Acacia,"Bark,stem-twigs,roots,leaves,latex","Anti-cancer,antipyretic,astringent,kidney disease,taeniacide"
679,Hibiscus sabdariffa,Malvaceae,"Sobo,Gurguzuu","Zobo,Jamaican sorre, roselle","Leaves,flowers","Diuretic,coughs,dressing wounds,beverage"
680,Celosia argentea  ,Amaranthaceae,"Soko-yokoto,Erimonu,Fara -alayatu",Cockscomb,"Leaves, seeds","Skin diseases, diarrhoea,,antiscorbutic,anthelmintic"
681,Glossonema boveanum,Asclepiadaceae,Taarin-gidaa,,Whole plant,Use to increase lactation I pregnant woman.
682,Laggera aurita,Compositae,"Taba-ebora, Eru-taba",,Whole plant,"Malaria, Gastro-intestinal disorder, astringent, insect-repellant, convulsion."
683,Artemisia afra,Compositae,Tagargale,,Whole plant leaves,"Fevers, vermifuge"
684,Mirabilis jalapa,Nyctaginaceae,"Tanaposo,aje onisu,Giyeya,Uburu mili","Four 0' clock plant,marvel of peru","Roots,leaves","Wounds,purgative"
685,Detaruyn nucricaroyn,Leguminosae,"Taura, Ogbogbo",,"Bark, leaves","Wounds, ulcers"
686,Amaranthus viridis  ,Amaranthaceae,"Tete-abalaye,tete-kekere,atite,malan kotshi","Green amaranth,slender amaranth","Leaves,roots","Anthelmintics,dysentery,antispasmodic,diuretic,gonorrhoea,eye disease."
687,Amaranthus spinosus  ,Amaranthaceae,"Tete-elegun-un, Dagunro,manijingasaya, inine ogwu",Prickly amaranthus,Whole plant,"Abdominal pain, ulcers, gonorrhoea.,astringent,menorrhagia,diarrhoea,dysentery,eczema"
688,Lycopersicon esculentum  ,Solanaceae,"Tomati,Afufa,Tumaatur",Tomato,"Leaves, fruit","Ear-ache, urinary troubles,carminative,fever,boils,fungal infections,antimicrobial."
689,Trichosanthes cucumerina,Cucurbitaceae,Tomato-elejo,"English tomato, Snake-gourd","Shoot, leaf,sap, seeds","Emetic, anthelmintic antiperiodic"
690,Impatiens glandulifera,Balsaminaceae,touch me not,"Poor man's orchid,policeman's helmet,purple jewelweed.",Sap,topical application on poison ivy rash
691,Calliandra haematocephala,Leguminosae,"Tude,ule",Calliandra,Leaves,Antimicrobials
692,Calliandra portoricensis,Leguminosae,"Tude,ule,Oga,Mbuceioro",Corpse awakener,"Leaves,twigs,roots","Fevers,convulsions,breast engogement,stomach disorders,purgative,amenorrhoea,headache,lumbago"
693,Commiphora africana  ,Burseraceae,"Turari,Dashi,Biskiti",Myrrh,"Roots, fruit","Whooping cough, bronchitis, stimulant,carminative,demulcent,astringent,expectorant,stimulant,emmanagogue,menorrhoea,leprosy"
694,Haematostaphis barteri,Anacardiaceae,"Tursuhi,jan danyaa",,"Stem, bark, roots","Anthelmintic, febrifuge, emetic, tonic,hepatitis, sleeping sickness, diarrhoea."
695,Ambrosia maritima,Compositae,Tutu bidi,,Leaves,"Fever, inflammation"
696,Coula edulis,Olacaceae,"udi, ivanlegbe",,"Kernel, bark","Dysentery, stomach disorder, skin diseases."
697,Mareya spicata,Euphorbiaceae,Uhosa,Mareya,"Leaves,fruits, stem bark","Skin diseases,cough,purgative,antipyretic,abortifacient, tapeworms"
698,Uncaria africana,Rubiaceae,Uko,,Young shoot,"Cold, cough, catarrh, diarrhoea."
699,Uncaria talbotii,Rubiaceae,Uko,White clutch,"Leaves, young shoot","Cough, cattarrah, diarrhoea,toothache."
700,Casearia barteri,Samydaceae,Ukpakuzon,,"Stem, twig, bark","Toothache, Oral hygeine"
701,Amaralia bignoniflora,Rubiaceae,Unemuo,,"Leaves, seeds","Cough, heart burn, rheumatic pain"
702,Trichilia prieureana  ,Meliaceae,"Urere, odofin-igbo.",Trichilia,Roots,"Gonorrhoea , fever."
703,Buchholzia coriacea,Sterculiaceae,"Uworo, obi-ata",Wonderful kola,"Fruit,bark","Antimicrobials, respiratory disorders,dysmenorrhoea, ulcer,fibroid,chest pains,anthelminthics"
704,Neostenanthera-myristicifolia,Annonaceae,Uyenghen-eze,,Leaves,"Tumor of the nose, anthelmintic"
705,Rauwolfia caffra,Anacardiaceae,Wada,,"Stem bark, leaves","Abscess, anthelmintic, pneumonia, rheumatism, inflammation"
706,Mucuna pruriens ,Leguminosae,"Werepe, Esisi,Abbala,Kakara","Cow-hage,cow-itch plant,velvet bean",Hairs on the pods,"Intestinal worms,genito-urinary diseases."
707,Launaea taraxacifolia  ,Compositae,"Yanrin, Yamurin,Nonanbarya",Wild lettuce,Leaves,"Yaws, Fracture management."
708,Lactuca capensis,Compositae,"Yanrin-oko,Namijin dayi",Lettuce,"Leaves, whole plant","Diuretic, constipation."
709,Achillea millefolium,Compositae,Yaro,"Yarrow,nose-bleed,sneeze-wort,millefoil","Flowers,leaves,seeds","Haemostatic,wound,astringent,diaphoretic,piles"
710,Gymnema sylvestre,Asclepadaceae,Yaryodin-kura,,"Root, stem","Diabetes, heart stimulant, snake bite, anti-inflammatory, tonic."
711,Aspilia africana ,Compositae,"Yunyun,uranjilalu,kalankuwa",Haemorrhage plant,"Leaves, flowers","Haemostatic,cleaning sores, corneal opacities, stomach disorders,tuberculosis,nervous disorders,guinea-worm,gonorrhoea,skin rash."
712,Vernonia oocephala,Compositae,Zagardemmu,Pumkin husband,"Roots,whole plant","Antipyretic,cough,dysentery,malaria,aphrodisiac,blood tonic"
715,Adhatoda buchhoizii,Acanthaceae,,,"Fruits, whole plant","Rheumatism, antiinflammatory, fish poison"
716,Antigonon leptopus,Polygonaceae,,Coral vine,Leaves,Antimicrobial.
717,Areca catechu,Palmae,,Betel nut,Nut,"Urinary tract infection, aphrodisiac, anthelmintic, astingent, carminative."
718,Argyreia nervosa,Convolvulaceae,,Elephant creeper,"Root, leaves.","Nervous disorder, skin infection, gonorrhoea, aphrodisiac."
719,Bacopo monnifera,Scrophulariaceae,,Thyme leaves,Whole plant,"Cough, catarrh, bronchitis, diarrhoea."
720,Basilicum polysiachyon,Labiatae,,,Whole plants," Fever, cough, cold, nasal congestion"
721,Bauhinia variegata,Caesalpiniaceae,,Variegated Bauhinia,"Root, leaves, bark","Skin diseases, arthelmintic, syphilis, astringent, alterative."
722,Blumea auria,Compositae,,,Whole plant,Antipyretic and gastro-intestinal problem
723,Brucea antidysenterica,Simaroubaceae,,,Root bark,"Cancer, dysentery "
724,Brunfelsia uniflora,Solanaceae,,Roots,Aphorodisiacs,
725,Bryoria africana,Cucurbitaceae,,Roots,Purgative,
726,Bursoma abyssinica,Melianthaceae,,Stem-bark,"Anthelmintic, cathartic.",
727,Butea frondosa,Papilionaceae,,Flame of the forest,"Leaves, Bark, Flowers, seeds","Aphorodisiac, astringent, diuretic diabetes, leucorrhoea, antiseptic anthelmintic, cough, cold."
728,Caesalpinia cristata,Caesalpiniaceae,,"Bonduc nut, fever nut","Leaves, roots, seeds","Antipyretic, anthelmintic, astringent, asthma, colic."
729,Calophyllum inophyllum,Guttiferae,,"Alexandrian laurel, Dillo oil tree","Leaves, bark, oil","Eye infection, migraine, astringent, ulcers, gonorrhoea."
730,Capraria biflora,Scrophulariaceae,,,Root,Antifungal agent.
731,Carissa edulis,Apocynaeae Bagozaki,,,"Roots, fruits","Expectorant, abortifacient, venereal diseases"
732,Carpodinus dulcis,Apocynacee,,,Whole plant,Galactagogure
733,Casuarina equisetifolia,Casuarinaceae,,"Australian pine,horse-tail tree",Leaves,"Antipyretic,salt tolerant tree"
734,Centaurea praecox,Compositae,,,Whole plant,"Stomachic, purgative"
735,Centella asiatica,Umbelliferae,,Indian pennywort,Whole plant,"Skin diseases, dysentery, elephantiasis, piles, diuretic."
736,Cephaelis manni,Rubiaceae,,,"Leaves, bark, root","Wounds, antipyretic, dysentery."
737,Cercestis afzelii,Araceae,,Cercestis,"Leaves, Stem-bark",Purgative.
738,Chrozophora senegalensis,Euphorbiaceae,,,Leaves,"Astringent, anthelmintics, rheumatism."
739,Chrysanthemum cinerariae folium,Compositae,,Pyrethrum,"Flower heads, leaves","Fever, wounds, general debility, insecticide."
740,Cinchona officinalis,Rubiaceae,,Quinine tree,Bark,"Malaria,anthelmintics, antibacterial."
741,Cinnamomum Zeyianiam,Lauraceae,,Cinnamon,"Bark, leaves, oil","Aromatic, astringent, typhoid fever, antimicrobial nauseae, vomiting, menorrhagia."
742,Cleidon gaponicum,Euphorbiaceae,,,Twigs,Toothache
743,Clerodendrum umbellatum,Verbenaceae,,,Leaves,"Wounds, cut."
744,Clitoria ternatea,Leguminosae,,Butterfly pea,"Roots,leaves,seeds","Gonorrhoea,purgative,diuretic,ulcer"
745,Cocparnus pendulus,Menispermaceae,,,Roots,Antipyretic
746,Connarus africanus,Connaraceae,,,"seed, root bark","Anthelmintic, astriagent"
747,Conyza canadensis,Compositae,,"Canadian Flea-bane,horsebane,pride weed,horse weed",Whole plant,"Gonorrhoea, diarrhoea, genital diseases, dysentery, haemostatic, insect repellant, anti-bacterial activity"
748,Cryptolepia sanguinolenta,Periplocaceae,,,"Root, stem","Antipyretic, antibacterial, urinary infections, gastrointestinal disorder, rheumatism."
749,Cryptostegia grandiflora,Apocynaceae,,,"Leaves, latex","Fungi infection, heart problem."
750,Cucumis prophetarum,Cucurbitaceae,,,ruit pulp,Vermifuge
751,Cynara scolymus,Compositlae,,Kharsuf,Whole plant,"Diuretic, liver diseases, anti-atherosderotic, use as sugar substitute"
752,Dodonaea viscosa,Sapindaceae,,,Leaves,"Sore throat, diaphoretic, fever."
753,Duranta repens,Verbenaecae,,,Fruits,"Anthemintic, insecticide"
754,Echinacea purpurea,Compositae,,"Purple cone, black sampson",Rhizome,Antimicrobial agent.
755,Elephantapus scaber,Compositae,,,"Leave, root","Fever, cough."
756,Embelia guineaasis,Myrsinaceae,,,"Leaves, root","Anthelmintic, skin diseases"
757,Eruatamia coronaria,Apocynaceae,,"East India Rosebay, Nero's crown","Leaves, stem, root","Anthelmintic, skin infection, toothache, eye diseases-ophthalmia."
758,Eryngium foetidum,Umbelliferae,,,Leaves,"Ulcer, headache, hysteria"
759,Erythroxylum coca,Erythroxylaceae,,Red wood,Leaves,"Local anaesthesia, sedative."
760,Eucalyptus globulus,Myrtaceae,,Eucalyptus,Leaves,"Nasal congestion, antibacterial, wounds, mouth wash."
761,Eulophia millsoni,Orchidaceae,,,Rhizome,Aphrodisiac
762,Euphorbia balsamifera,Euphorbiaceae,,,"Stem, latex","Caries, dysentery"
763,Eythrococca anomala,Euphorbiaceae,,,Leaves,"Anthelmintic, headache, rheumatic, pains, earache."
764,Galinsoga parviflora,Compositae,,,Leaves,"Wounds, analgesic"
765,Geophila obvallata,Rubiaceae,,,Leaves,"Eye wash, headache, tooth ache, stomachache"
766,Gisekia pharmacioides,Molluginaceae,,,"Leaves, fruits","Wounds, cut, anthelmintic, purgative"
767,Glycyrrhiza glabra,Leguminosae,,"Sweet wood,sweet wort, liquorice root.",Root,"Expectorant, bronchitis, sorethroat, demulcent, emollient, alterative."
768,Gomphrena globosa,Amaranthaceae,,"Bachelor's button, globe amaranth","Whole plant,leaves","Antipyretic,diuretic,astringent,cough,laxative,emmenagogue"
769,Guaiacum officinale,Zygophyllaceae,,,Stem,"Diuretic, diaphoretic, urinary disorder"
770,Gymnema sylvestre,Asclepiadaceae,,,"Whole plants, root","Diabetes, antidote for snake bite."
771,Haematoxylum compechionum,Leguminosae,,Logwood,Wood bark,"Astringent, diarrhoea, colouring."
772,Hyoscyamus niger,Solanaceae,,Herbane,"Seeds, leavs","Antispasmodics, eye-wash, sedative."
773,Hypoxis nyasica,Hypoxodaceae,,,Whole Plant,"Uterine cancer, premenstrual syndrome."
774,Impatiens balsamina,Balsaminaceae,,Garden balsam,Whole Plant,"Antiseptic,fungicide."
775,Jacaranda spp,Bignoniaceae,,Jacaranda,"Bark, leaves","Venereal diseases, spleen tonic."
776,Jasminum pauciflonum,,,Common Jasmine,"Whole plant, leaves, flowers","Anthelmintic, toothache, diuretic, antifungal wounds, abscess in breast"
777,Jubernardia seretii,Legumonosae,,,Roots,Conjunctivitis.
778,Kaempfena nigerica,Zingiberaceae,,Resurrection lily,Rhizome,"Mental disorder, hallucinogenic agent"
779,Kolobopetalum auriculatum,Menispermaceae,,,Whole plant,Relieve pains.
780,Lagerstroemia speciosa,Lythraceae,,Queen crape-myrtle,"Leaves,ripe fruits","Antidiabetic,stimulant"
781,Lasiosiphon kraussianus,Thymeloceae,,,"Leaves, root","Burns, purgative, snakebite"
782,Leptogramma pillosiusaila,Thelyptoidacea,,,Rhizome,"Diabetes, obesity"
783,Leucaena glauea,Leguminosae,,,Seeds,"Stimulant, tonic.."
784,Leucena leucocephala,Leguminosae,,"Lead tree, wild tamarind, jumpy bean","Leaves, seeds.","Antimicrobial, blood tonic."
785,Lobelia molleri,Lobeliaceae,,,Whole plant,Antispasmodic and antileptic
786,Lonicera caprifolum,Caprifoliaceae,,Honey suckle,Leaves and flowers,"Respiratory disorder, expectorant, liver disorder."
787,Maesa lanceolata,Myrsinaceae,,,Leaves,Antimicrobial
788,Marsdenia abyssinica,Ascelepiadaceae,,,Bark,Gonorrhoea
789,Marsderua latifolia,Asclepiadaceae,,,"Root, stem bark, fruits, leaves",Heart disease digezstive disorders.
790,Matricaria recutita,Compositae,,African chamomile,Flower,"Analgesic, diarrhoea, antiinflammatory, antispasmodic"
791,Meerua crassifolia,Capparidaceae,,,Twigs,"Toothache, oral hygiene."
792,Melaleuca leucadendron,Myrtaceae,,Cajuput,Leaves,"Rheumatic, gouts, eczema, inflammatory disease of the respiratory tract and UTI colic flatulence."
793,Melanthra brownei,Compositae,,,Leaves,"Hemostatic agent, opthalmias, purgative."
794,Mesua Ferrea,Guttiferae,,Iron wood tree,"Bark, flower, fruist, seed","Genito-urinary infection, rheumatic pain, skin infetion, dysentery, cough, vomitting, dysentery, tonic."
795,Microglossa abzelii,Compositae,,,"Leaves, stem","Tuberculosis, respiratory disease, cough, sorethroat, arachie."
796,Microglossa pyrifolia,Compositae,,,"Leaves, root","Antipyretic, yellow fever, aphrodisiac, abortifctant, tooache, base labour."
797,Monsonia senegalensis,Geraniaceae,,,Oil,Emmenagogue
798,Mostuea Thomsoni,Loganlaceae,,,Roots,"Aphrodislac, Use for controlling high blood pressure."
799,Mundulea Sericera,Leguminosae,,,Root,Antiparasitic
800,Pallaea schweinfurthii,Adeantaceae,,Cliff-brake fem,Rhizome,"Sore gums, mouth cankery."
801,Paulowilhelnua polyspernia,Acantuaceae,,,Leaves,Guineaworm 
802,Pedalium murex,Pedialiaceae,,,"Whole plant, fruits","Gonorrhoea, diuretic, demulcant, spermatorrhoea, dysurin, enlarged spleen."
803,Penianthus zenicem,Menispermaceae,,,"Twigs, root","Aphrodisias, wounds, oral hygiene."
804,Philoxerus vermiculatus,Amaranthaceae,,Amarante bond,Leaves,"Hernia pains, fever, inflammation."
805,Piper nigrum,Piperaceae,,Black pepper White peper,Fruit,"Diuretic, carminative, aromatic, diaphoretic, piles, diarrhoea, boils, Rheumatic, pains, toothache, emmenagogue antiperiodic."
806,Pisoria aculeata,Neyctaginaceae,,,"Leaf,stem twigs","Venereal diseases, rheumatic, pains."
807,Premna quadrifolia,Verbenaceae,,,"Leaves, shoots, fruits,roots","headache, backache, otitis"
808,Quassia africana,Simaroubaceae,,Bitter Wood,"Bark, stem, leaves","Tonic, anthelmintic, enema"
809,Rhynchosia pycnostachy,Leguminosae,,,Seeds,"Hallueinogenic,"
810,Ruellia tuberosa,Acanthaceae,,"Spearpod,minnieroot, menow-weed.","Roots,leaves, fruits,seeds","Anthelmintics,bronchitis,local analgesics,fevers, seeds for mystic properties."
811,Rumex abyssimcus,Polygonaceae,,,Root,"Purgative, anthelmintic."
812,Samanea dinklagei,Leguminosae,,Samanea,Leaves,Toothache
813,Saphaeranthus senegalensis,Compositae,,,"Flowers tops, root","Fever, toothache, sore-throat, headache, anthelmintic, stomachic."
814,Sapium ellipticum,Euphorbiaceae,,,Bark,Mouth wash for scurvy.
815,Sesbania grandiflora,Leguminosae,,,"Bark juice, leaves","Fever, sore throat, general debility, emetic"
816,Smeathmannia pubescens,Passifloraceae,,,"Bark, stem twigs",Toothache
817,Sophora occidentalis,Leguminosae,,,"Roots, seeds",Anthelmintic
818,Steganostaenia araltaceae,Umbelliferae,,,Leaves,Sore eyes
819,Synctisia scabrida,Menispermaceae,,,Whole plant,Diabetes
820,Tabebuia impetiginosa,Bignoniaceae,,Tabebuia,"Leaves, bark.",Antimicrobial.
821,Taliacoma waraeckei,Menispermaceae,,,Root bark,Control of high blood pressure
822,Teclea verdromiona,Rutaceae,,,"Leaves, juice, twigs","Conjunctivitis, opthalmia, catarrh, cough, oral hygiene"
823,Tecoma capensis,Bignonlacea,,,"Stem, bark, roots",Gum infection
824,Tecoma stans,Bignoniaceae,,"Tecoma,yellow bells,chinese trumpet creeper",Leaves,"Fevers,Antimicrobials, malaria."
825,Thespesia populnea,Malvaceae,,"Portia tree, Tulip tree, falserose wood","Seeds, leaves, heartwood","Eczema, skin diseases, astringent, fever, migaine."
826,Thunbergia battescombei,Acanthaceae,,King's mantle,Leaves,"Respiratory infection, cough."
827,Tiliacora funifera,Menispermaceae,,,Whole plant,"Astringent, cough, irregular menses, tuberculosis, muscle relaxant, oral hygiene"
828,Tinospora cordifolia,Menispermaceae,,"Heart-leaves,moon seed",Whole plant,"Antipeniodic, diuretic, fever, digestion, disorder, fractured bones, cholagogues, emmenagogue, hepatic stimulant"
829,Trichodesma africanum,Boraginaceae,,,Young shoot,"Fever, sore-throat, stomach ulcer."
830,Trigonelia Foenu-graceum,Leguminosae,,Fenugreek,Whole plant seed,"Swellings, leucorrhoea, astringent, throat infection, emmenagogue, emollient"
831,Vernonia biafrae,Compositae,,,"Leaves, root","Malaria, boils, wounds"
832,Warburgia ugandensis,Canellaceae,,Fever-tree,"Leaves, bark","Fever, astringent, cold, joint pains, toothache tonic"
833,Withania somnifera,Solanaceae,,Winter cherry,"Leaves, root, fruits","Diurectic, anthelmintic, sore eye, boils, chancre, aphrodisiac, abortifacient, miscarriage ,chest pains, antimicrobial."
834,Wood fordia uniflora,Lythraceae,,,Dried flowers,"Astringent, menorrhagia, ulcers, wounds"
835,Xeromorphus nilotica,Rubiaceae,,"Busky gardenia, emetic nut","Fruits, root","Emetic, expectorant, antispasmodic, dysentery, colic, fever, rheumatism"
836,Xysmalobium heudelotiamum,Asclopiadaceae,,,Roots,"Emetic, stomachache, bitter tonic."
